Review;Aspect;Sentiment
Kondisi kamar sangat mengecewakan, terasa sangat tua dan kotor dengan noda di mana-mana.;Kamar;0
Tidak ada inisiatif dari staf untuk membantu kami.;Staf;0
Resepsionis memberikan saya kunci yang salah, dan saya masuk ke kamar yang masih ditempati oleh tamu lain, sangat memalukan.;Staf;0
Terima kasih kepada Dewi, Jeje dan Deasy.;Staf;1
Lokasi yang ada di kawasan bisnis mungkin adalah alasan mengapa.;Lokasi;1
Staf sama sekali tidak peduli saat saya melaporkan bahwa AC di kamar saya bocor dan menetes ke lantai.;Staf;0
Saya sangat menyukai hotel ini dan kami akan kembali lagi nanti.;Hotel;1
Belum lagi ruang antar tabel agak sempit.;Hotel;0
Kami meminta Handuk ekstra untuk mengatasi memiliki banyak air di lantai agar tidak mandi di bak mandi, dan itu dengan cepat dikirimkan kepada kami.;Layanan;1
Malam kami juga diizinkan duduk dan melihat bintang -bintang kolam, asalkan tidak berisik dan menyalakan cahaya.;Kolam Renang;1
Saya menelepon rumah untuk mendapatkan handuk dan mereka meminta saya untuk menunggu. Saya menunggu handuk sampai jam 2030 dan tidak ada yang memberi saya handuk maka saya harus menelepon lagi hanya untuk mengingatkan mereka bahwa saya perlu membersihkan tubuh saya dan saya membutuhkan handuk.;Layanan;0
Saya dikenakan biaya karena meninggalkan noda kecil di sprei, biayanya sangat tidak masuk akal dan berlebihan.;Harga;0
Hotel ini menawarkan kelas memasak dengan sedikit biaya dan mereka bahkan menyesuaikan kelas dengan apa yang ingin kami pelajari untuk memasak.;Layanan;1
Hotel secara keseluruhan baik -baik saja.;Hotel;1
Staf valet memakan waktu lebih dari 20 menit untuk mengambil mobil saya, membuat saya terlambat untuk janji temu.;Staf;0
Hotel ini memang menawarkan layanan antar -jemput. Silakan pesan setidaknya 1 atau 2 hari sebelumnya.;Layanan;1
Kami tidak menggunakan kolam renang mereka- tetapi ada orang lain yang menggunakannya.;Kolam Renang;0
Semua staf sangat ramah, ramah, berpengetahuan luas dan tidak ada yang tidak bisa atau tidak akan mereka lakukan untuk kami;Staf;1
Hotel ini umumnya kecil. Tidak banyak yang bisa dilakukan.;Hotel;0
Sarapan - Prasmanan, lebih baik dari hotel bintang 5.;Sarapan;1
Tapi begitu kami menelepon dan mendapatkan tarif kamar yang baik tetapi di mana ruangan itu jauh dari lobi, sangat kasihan.;Harga;1
Kami memesan 2 kamar untuk perjalanan kami, suite apartemen 2 kamar tidur, dan kamar ganda.;Kamar;1
Meja dan kursi di area lobi selalu kotor dan lengket, sepertinya jarang sekali dibersihkan oleh petugas.;Hotel;0
Staf hotel ini sangat baik dan sangat responsif terhadap setiap pertanyaan atau permintaan kami.;Staf;1
Saya merasa membayar terlalu mahal hanya untuk sebuah lokasi yang strategis, sementara fasilitas dan layanannya sangat mengecewakan.;Harga;0
Sarapan tidak enak, kami tidak bisa makan apa-apa yang disajikan di sana.;Sarapan;0
Hotel ini mengenakan biaya tambahan untuk setiap orang ekstra di kamar, bahkan untuk anak kecil sekalipun.;Harga;0
Bahkan mengira kami hanya tinggal malam pertamatadi malam itu adalah basis yang bagus untuk berbelanja!;Hotel;1
Pintu lemari di kamar saya rusak dan tidak bisa ditutup dengan rapat, sangat mengganggu pemandangan dan terkesan tidak terawat.;Kamar;0
Baru -baru ini saya tinggal di sini selama 10 malam dengan pacar saya dan terkejut, untuk hotel yang cukup murah yang tidak terlalu kami harapkan tetapi itu bagus!;Hotel;1
Tetapi suasana di sekitar hotel dan pemandangannya tidak baik karena perbaikan jalan yang penuh dengan pekerja jika selesai, itu akan lebih baik.;Lokasi;0
Kolam renang memiliki bau pembersih yang sangat kuat, bukan bau kaporit, tetapi bau kimia yang menusuk hidung.;Kolam Renang;0
Tidak ada minimarket atau warung di sekitar hotel, saya harus naik taksi hanya untuk membeli air minum.;Lokasi;0
Hotel ini memiliki semua yang kami butuhkan, inginkan dan ditambah lagi terima kasih untuk liburan yang menyenangkan.;Hotel;1
Lokasi tidak sempurna.;Lokasi;0
Pendingin ruangan di kamar sangat berisik sehingga mengganggu tidur saya sepanjang malam, seperti ada mesin yang rusak.;Kamar;0
Waktu tunggu untuk taksi di hotel sangat lama.;Layanan;0
Sedikit berjalan ke Kuta, tetapi manfaatkan isolasi - sangat tenang.;Lokasi;1
Staf ramah, dan layanan tulus meskipun sedikit berantakan.;Staf;1
Sarapan sangat buruk.;Sarapan;0
Layanan pijat besar dengan harga yang sangat wajar semua staf sangat ramah.;Layanan;1
Staf penerima tamu bersikap acuh tak acuh dan tidak menunjukkan minat sedikit pun pada keluhan atau kebutuhan kami, membuat kami merasa tidak dihargai.;Staf;0
Saya melihat staf berbicara dengan nada tinggi dan tidak sopan kepada tamu lain di lobi, menciptakan suasana yang tidak nyaman.;Staf;0
Ini adalah kamar besar, kamar mandi besar dengan bathtub N yang nyaman kecuali tidak ada jendela di sana.;Kamar;1
Kami sangat senang dengan tarif kamar hotel dan layanan antar -jemput mereka dan sama sekali tidak ingin mengeluh, kami tidak akan kesulitan merekomendasikan hotel ini kepada keluarga dan teman -teman kami dan berencana untuk kembali ke sana pada tahun 2014, kami memberikannya 1010.;Harga;1
Ketika kami tiba, kami disambut dengan hangat, kamar kami ditingkatkan saat hotel tenang, tas kami dengan cepat dibawa ke kamar, dan dengan cepat check in.;Layanan;1
Mereka mengakui ini tidak benar.;Layanan;0
Dibandingkan dengan harga yang harus kami bayar, dengan semua kesesuaian, ukuran ruangan, tetap di hotel Quest ini menurut saya sangat disarankan.;Harga;1
Layanan hotel ini sangat efisien dan cepat, memastikan kami merasa dihargai selama menginap.;Layanan;1
Bus antar -jemput gratis 10,12,2,4,6 sore setiap hari tetapi hanya kursi 7 saya pikir jadi kami terus ketinggalan, pesan jauh di depan.;Layanan;0
Kartu kunci saya harus diubah setiap hari, saya tidak tahu apa yang salah dengan sistemnya.;Fasilitas;0
Di malam hari ada banyak pilihan makanan mulai dari nasi pedas, makanan Cina hingga kios tenda hanya dengan berjalan kaki. Ada juga pasar mini yang buka 24 jam.;Lokasi;1
Hotel yang ditempatkan dengan cukup baik, terutama jika Anda menyewa skuter.;Lokasi;1
Saya tinggal di sini selama 3 malam dengan seorang teman.;Hotel;1
Hari terakhir kami di Kuta Central Park Hotel.;Hotel;1
Bagi saya, ini bagus, saya mendapat ruang yang ditingkatkan.;Layanan;1
Dalam hal kebersihan dan kenyamanan kamar, saya akan mengatakan itu baik untuk harga yang telah kami bayar.;Kamar;1
Saya mengeluh lagi keesokan paginya dan bersikeras dipindahkan ke kamar baru dan diberitahu bahwa saya dapat melakukan tur hari saya dan mereka akan berhati -hati memindahkan barang -barang saya ke kamar baru, yang sayangnya tidak terjadi.;Layanan;0
Sepupu saya dirampok di jalan pada malam hari oleh orang -orang dengan sepeda motor dan mereka membantu kami dengan semua dokumen di kantor imigrasi, kantor polisi dan di kedutaan yang membawa kami satu hari penuh tanpa mengharapkan apa pun dari kami!;Staf;1
Kolam renang yang bagus, tempat tidur lembut, minuman pujian, sabun, bersih, pengering rambut.;Kamar;1
Pemandangan dari jendela kamar sangat buruk, hanya menghadap ke tembok belakang hotel yang kotor dan tidak terawat.;Kamar;0
Staf di hotel tersenyum. Sangat ramah memberikan layanan yang sangat baik.;Staf;1
Saat listrik padam, tidak ada lampu darurat yang berfungsi di koridor, membuat suasana sangat gelap dan menakutkan.;Fasilitas;0
Setiap toko telah ditutup.;Lokasi;0
Bangunan hotel terlihat seperti bekas ruko yang diubah.;Hotel;0
Proses check-in sangat kaku, saya tidak diizinkan masuk kamar satu jam lebih awal pun meski kamar sudah jelas tersedia.;Layanan;0
Jika Anda mencari tempat untuk tinggal di dekat Kuta tetapi tidak ingin suara pusat, ini bagus.;Lokasi;1
Saya harus membayar biaya tambahan untuk koneksi internet yang lebih cepat, padahal koneksi standar hampir tidak bisa digunakan.;Harga;0
Kolam renang sangat bagus dan memiliki kursi santai di sekitar sisi untuk berjemur.;Kolam Renang;1
Lokasi hotel ini sangat dekat dengan pantai Kuta, hanya beberapa menit berjalan kaki, sangat nyaman untuk bersantai.;Lokasi;1
Staf yang hebat dan ramah serta membantu.;Staf;1
Menu sarapan adalah oke saya melewatkan telur macet Anda LOL, kamar bersih rapi semua fasilitas berfungsi dengan baik sebagaimana mestinya.;Sarapan;1
Jam buka gym adalah jam 8 pagi yang menurut kami harus lebih awal, kami perlu menggunakan gym sebelum sarapan biasanya.;Fasilitas;0
Kami mendapat minuman selamat datang saat kami check -check di hotel.;Layanan;1
Kebijakan hotel mengenai tamu tambahan sangat kaku dan biayanya sangat mahal, padahal hanya untuk kunjungan beberapa jam.;Harga;0
Staf hotel ini sangat mengutamakan kenyamanan tamu, mereka selalu memastikan kami merasa dihargai selama menginap.;Staf;1
Staf concierge yang saya tanyai memberikan rekomendasi tempat wisata yang ternyata sudah tutup permanen, informasinya tidak update.;Staf;0
Sarapan di Lotus Caf̩ luar biasa, berbagai macam makanan, makanan timur hingga barat, semuanya lezat!;Sarapan;1
Tinggal di kamar ganda mewah akhir pekan lalu.;Hotel;1
Pasti tidak akan kembali ke sini.;Hotel;0
Saya membayar untuk paket all-inclusive, tetapi ternyata banyak sekali pengecualian pada makanan dan minuman yang bisa dikonsumsi.;Harga;0
Saya akan sangat merekomendasikan hotel ini kepada mereka yang pernah ke Bali sebelum dan yang ingin jauh dari kecepatan cepat Pantai Kuta.;Hotel;1
Staf di hotel ini sangat perhatian dan memberikan layanan yang sangat cepat. Kami merasa sangat dihargai setiap kali berinteraksi dengan mereka.;Staf;1
Mungkin sedikit lebih banyak pelatihan untuk memberi mereka informasi yang mungkin dibutuhkan para tamu selama mereka tinggal akan dihargai seperti bagaimana mengaktifkan mobil SIM lokal hanya dirinci dalam bahasa Indonesia dan permintaan dasar lainnya.;Staf;0
Layanan yang sangat buruk, lambat dan tidak efisien, kami merasa tidak dihargai sebagai tamu selama menginap.;Layanan;0
Kamar yang nyaman dan kamar mandi bersih.;Kamar;1
Kami tinggal selama 7 malam di kamar 2 kamar tidur, kamar yang sangat bersih dan luas yang terletak di lantai pertama.;Hotel;1
Sarapan membosankan tapi cukup baik jika hanya tinggal satu hari seperti yang saya lakukan?;Sarapan;0
Tinggal di sini selama 4 malam kamar standar lantai dua, sarapan memiliki lebih sedikit varietas tetapi masih lezat.;Hotel;1
Sarapan sudah termasuk untuk kami dan sementara kami tidak terbiasa dengan nasi dll. Untuk sarapan, tidak butuh waktu lama untuk digunakan juga.;Sarapan;1
Dan ada kecoak kecil di kamar kami.;Kamar;0
Untuk orang -orang yang berencana tinggal lebih lama di Bali yang saya rekomendasikan hotel ini tidak baik untuk tinggal lama.;Hotel;0
Program TV kabel di kamar memiliki kualitas gambar yang buruk dan seringkali sinyalnya hilang di tengah acara.;Fasilitas;0
Namun, kami menunggu lebih dari 2 jam dan kamar kami belum siap.;Layanan;0
Namun kita tidak akan pernah bisa mempercayai tempat ini lagi!;Hotel;0
Kamar bersih memiliki kolam renang dan anak -anak.;Kamar;1
Saya akan merekomendasikan hotel ini kepada siapa saja yang suka tempat yang tenang untuk menginap.;Hotel;1
Hotel ini sangat terjaga kebersihannya, dan fasilitasnya sangat memadai.;Hotel;1
Satu -satunya hal yang kami keluhkan adalah ac.;Kamar;0
Saya membayar untuk pemandangan laut, tetapi yang saya dapatkan hanyalah pemandangan samping gedung lain. Sangat menipu.;Harga;0
Saya tinggal di hotel ini selama tiga hari, yang terluka.;Hotel;1
Pada saat ini, staf hotel yang memanggil taksi untuk kami menghentikan kami dan mengatakan kami meminta taksi, kami harus menunggu taksi tiba.;Layanan;0
Saya menyukai musik di teras dan Shisha juga.;Hotel;1
Kamar cukup besar dan kamar mandinya baik -baik saja, tetapi perabotannya terlihat seperti berasal dari penjualan di IKEA.;Kamar;1
Atap peneduh di sekitar kolam renang banyak yang sobek dan berlubang, jadi tidak efektif melindungi dari panas matahari.;Kolam Renang;0
Semua paket lengkap dalam 1 paket.;Hotel;1
Kolam ini oke tapi kecil dan gambar internet melakukannya terlalu keadilan.;Kolam Renang;0
Saya senang bahwa manajemen telah mengubah pencahayaan di sepanjang koridor kamar hotel. Sekarang jauh lebih cerah, dibandingkan dengan September lalu.;Hotel;1
Kami sangat menikmati makan siang di restoran hotel ini. Hidangannya sangat segar dan penuh rasa.;Sarapan;0
Kamar yang saya pesan adalah studio triple. Itu sangat besar. Bagus.;Kamar;1
"Untuk alasan di atas, peringkat keseluruhan dianggap ""terburuk"".";Hotel;0
Bar biliar hebat dan ahli mixologi jelas tahu apa yang dia lakukan dan bersemangat tentang hal itu.;Fasilitas;1
Setiap kali kami membutuhkan bantuan, staf hotel ini dengan cepat memberikan solusi yang memuaskan.;Staf;1
Atas keluhan saya di resepsi gadis mengatakan bahwa dia meminta seseorang untuk membawa penyegar.;Layanan;0
Ini merusak kesan pertama kami, terutama karena ruang restorasi sangat bagus dan ramah.;Hotel;0
Desain interior hotel sudah sangat ketinggalan zaman dan terlihat usang, tidak seperti foto-foto yang ditampilkan online.;Hotel;0
Lokasi hotel ini agak terpencil, jauh dari restoran dan tempat belanja, jadi kami merasa sedikit terisolasi saat menginap di sini.;Lokasi;0
Tidak ada minimarket atau toko kelontong di dekat hotel, sangat merepotkan jika butuh membeli sesuatu secara mendadak.;Lokasi;0
Kamar sangat luas tekanan kamar mandi luar biasa.;Kamar;1
Secara keseluruhan, saya memiliki waktu yang fantastis dan saya pasti ingin kembali di masa depan.;Hotel;1
Kamar yang luas dan tempat tidur nyaman untuk keluarga kami, staf yang menjaga rumah memastikan bahwa kamar yang bersih, beragam. kopi. Chef mengurus persyaratan vegetarian kami.;Kamar;1
Staf concierge memberikan rekomendasi restoran yang ternyata sangat mahal dan rasanya tidak enak, saya merasa dijebak.;Staf;0
Saya mencoba memberikan masukan saat check-out, tetapi staf terlihat tidak tertarik dan hanya ingin cepat menyelesaikan transaksi.;Staf;0
Sarapan juga enak, dengan variasi yang masuk akal, lebih baik daripada kebanyakan hotel di kisaran harga ini.;Sarapan;1
Lokasi Tertutup untuk Kuta Kota Bukan Pantai Kuta.;Lokasi;1
Layanan hotel ini sangat profesional, staf memberikan bantuan yang sangat cepat dan efektif.;Layanan;1
Staf sangat membantu.;Staf;1
Tetap di sana untuk kesenangan.;Hotel;1
Anda perlu naik taksi ke pantai Kuta tetapi sekali lagi mengapa repot -repott dengan pantai Kuta itu lelah dan ramai.;Lokasi;0
Seperti biasa, layanan binatu tersedia melalui hotel, tetapi saya merasa agak mahal dan pakaian saya tidak sebagus yang mereka miliki di masa lalu.;Layanan;0
Saya mengambil ruang studio selama 5 hari selama 3 minggu Bali.;Hotel;1
Namun, tidak ada taksi untuk kami bahkan setelah 30 menit.;Layanan;0
Itu dekat Krisna Oleh Oleh di Sunset Road sekitar 1 km dan pantai Kuta sekitar 2-3 km.;Lokasi;1
Fasilitas binatu hotel terlalu mahal.;Fasilitas;0
Mudah untuk menyewa scooty dan mobil dari sini sangat merekomendasikan.;Layanan;1
Saya menemukan rambut di atas bantal dan sprei yang terlihat tidak diganti, sangat menjijikkan dan tidak higienis.;Kamar;0
Saya membayar untuk paket 'all-inclusive', tetapi ternyata minuman yang termasuk hanya soft drink dan air mineral.;Harga;0
Lokasi bagus untuk melakukan perjalanan sehari dan akses mudah ke bandara.;Lokasi;1
Sedangkan untuk pintu masuk kendaraan, saya juga menemukan pelayan booth parkir tidak konsisten, kadang -kadang menagih pengemudi untuk masuk dan di waktu lain hanya melambai.;Fasilitas;0
Saya menemukan hotel lain di sekitar dengan fasilitas serupa tetapi menawarkan harga yang jauh lebih murah dan kompetitif.;Harga;0
Staf terlihat kasar dan tidak peduli saat kami menyampaikan keluhan.;Staf;0
Saya dikenakan biaya untuk koneksi internet per perangkat, jadi saya harus membayar dua kali untuk laptop dan ponsel.;Harga;0
Saya melihat staf restoran menggunakan tangan langsung untuk menata makanan di piring tanpa sarung tangan.;Staf;0
Bagaimanapun, kami tidak akan kembali ke sini tidak pernah lagi!;Hotel;0
Ada beberapa orang Australia yang gaduh di kolam renang, tetapi secara umum kami tidak mengalami masalah.;Hotel;0
Pada satu kesempatan, putaran smoothie buah ditawarkan, yang merupakan suguhan yang bagus.;Sarapan;1
Bagi saya sarapan mereka benar -benar tidak terlalu baik, dan juga hal -hal yang sangat kecil.;Sarapan;0
Tetapi jika Anda ingin memiliki akses mudah ke kota dengan taksi tanpa terganggu oleh jalanan yang sibuk, ini adalah tempat yang mungkin Anda inginkan.;Lokasi;1
Dipesan dari internet tetapi ruangan hanya memiliki jendela yang sangat kecil hanya untuk sedikit cahaya ... lebih baik saya katakan tidak ada jendela.;Kamar;0
Satu di bawah umur, adalah bahwa kamar -kamar itu bukan bukti suara.;Kamar;0
Tempat tidur sangat tidak nyaman, bantal terlalu keras dan menyebabkan sakit leher saat bangun pagi, sangat mengganggu tidur.;Kamar;0
Ada kolam renang kecil tapi bagus di dalam area hotel di mana Anda bisa mendinginkan sebelum atau sesudah mandi pantai!;Kolam Renang;1
Layanan hotel ini sangat cepat dan sangat membantu dalam memenuhi setiap permintaan kami.;Layanan;1
Saya tidak suka hotel ini sama sekali dan saya tidak akan kembali.;Hotel;0
Staf selalu menyenangkan dan sangat sopan.;Staf;1
Kamar mandi yang sangat bersih dan besar.;Kamar;1
Saya dikenakan biaya untuk setiap lembar kertas yang saya gunakan untuk mencetak di business center, harganya tidak wajar.;Harga;0
ada terlalu banyak nyamuk di dalam ruangan, itu membuat kami tidur tanpa tidur.;Kamar;0
Hanya satu hal, karena kamar kami di sebelahnya adalah lorong, pintu masuk ke ruangan lain, jadi meskipun tengah malam itu terdengar langkah kaki atau suara orang yang lewat.;Kamar;0
Kami memiliki tinggal yang sangat menyenangkan. Pujian saya.;Hotel;1
Pemesanan selama 3 malam memberi kami transfer gratis ke dan dari bandara yang menyelamatkan kami dari kerumitan mengatur taksi di bandara.;Layanan;1
Staf tidak pernah memberitahu saya tentang program loyalitas atau diskon yang mungkin bisa saya dapatkan sebagai tamu tetap.;Staf;0
Untung adalah bus antar -jemput gratis disediakan untuk mengantar di Discovery atau Beachwalk keduanya adalah pusat perbelanjaan.;Layanan;1
Harga yang dibayar tidak masuk akal untuk kualitas yang buruk ini.;Harga;0
Bangunan hotel terlihat seperti bekas ruko yang diubah, memberikan kesan yang kurang mewah dan tidak seperti hotel.;Hotel;0
Saya mencoba pilihan 45 dan semuanya menyenangkan dan kopi adalah awal yang baik untuk hari yang menyenangkan.;Sarapan;1
Harga juga sangat masuk akal.;Harga;1
Layanan laundry hotel merusak salah satu pakaian saya dan mereka menolak untuk memberikan ganti rugi yang layak.;Layanan;0
Dua kali saya pernah ke sana, mereka selalu memiliki masalah dengannya.;Fasilitas;0
Staf terlihat tidak peduli dengan kebutuhan tamu, seringkali mengabaikan kami saat kami mencoba meminta bantuan atau informasi.;Staf;0
Kami memesan kami secara online dan itu dijual dan sangat murah.;Harga;1
Pengalaman buruk lain yang kami temui dengan meja depan adalah staf yang tidak kompeten.;Staf;0
Staf di restoran seringkali tidak responsif, kami harus menunggu lama untuk dilayani atau untuk meminta pesanan.;Staf;0
Dengan harga yang tidak tinggi ruangannya bersih dan luas.;Harga;1
Menyukai dekorasi ungu di sekitar hotel.;Hotel;1
Kami memesan ruang studio seharga 50au per malam termasuk sarapan di internet jadi kami tidak yakin seperti apa hotel ini, tetapi kami benar -benar terkesan.;Harga;1
Fasilitas rusak, banyak yang tidak bisa digunakan.;Fasilitas;0
Staf housekeeping lupa mengunci pintu kamar saya setelah selesai membersihkan, ini sangat ceroboh dan membahayakan keamanan.;Staf;0
Di sekitar hotel ini ada beberapa penata rambuttempat pijat toko perangkat keras ace yang luar biasa, supermarket yang bagus, dan untuk gadis -gadis trendi saya menemukan makeup, wig, toko produk kecantikan ekstensi rambut 2 menit dari hotel.;Lokasi;1
Layanan yang sangat buruk, lambat dan tidak efisien, kami merasa tidak dihargai sebagai tamu.;Layanan;0
Kolam renang tidak besar tetapi cukup untuk menembak kami untuk berenang air dingin.;Kolam Renang;1
Akhirnya, saya naik bus antar -jemput gratis di hotel dan ternyata orang yang menunjukkan cara mengemudi.;Layanan;1
Lobi sangat kecil, panas.;Hotel;0
Secara keseluruhan tempat yang bagus untuk menginap.;Hotel;1
Televisi di kamar adalah model tabung yang sudah sangat tua dan kualitas gambarnya sangat buruk untuk ditonton.;Kamar;0
Itu panas dan Air Con tidak berfungsi dengan baik.;Kamar;0
Saya mengirim email ke hotel untuk meminta transfer gratis, tetapi tidak diberikan.;Layanan;0
Ruangan ini memiliki pelabuhan daya tiga-plug domestik, yang pada dasarnya tidak diperlukan untuk wisatawan domestik.;Kamar;0
Staf tidak bisa menjawab pertanyaan dasar tentang hotel, seperti jam buka fasilitas atau lokasi restoran.;Staf;0
Kedekatan dengan bandara dan posisi sentral di Kuta sangat ideal.;Lokasi;1
Kami merasa harga yang ditawarkan hotel ini sangat sebanding dengan kenyamanan kamar dan lokasi yang strategis.;Harga;1
Kami tinggal di Kuta Central Park selama 4 malam dan menikmati kami tinggal.;Hotel;1
Harga parkir per malam untuk tamu hotel sangat tinggi, ini seharusnya menjadi bagian dari pelayanan dan tidak dikenakan biaya lagi.;Harga;0
Kami adalah pelancong domestik. Setelah check -in kami mendapat ruang 111 terakhir 080313 kami telah melayani dengan sangat baik.;Layanan;1
Perhatikan bahwa hotel ini tidak dekat dengan Pantai Kuta tetapi lebih di pedalaman dan pusat.;Lokasi;0
Di hotel banyak tamu, banyak orang muda yang bising dari Cina. Di koridor sepanjang waktu seseorang berteriak, bertepuk tangan.;Hotel;0
Aircon bekerja dengan baik .. kami baru saja meninggalkan kunci di pemegang kunci setiap kali kami pergi untuk menjaga listrik dan mengambil kunci lain untuk masuk ke kamar kami.;Kamar;1
Amenities kamar mandi seperti sabun dan sampo yang disediakan kualitasnya sangat rendah, tidak seperti standar hotel berbintang.;Kamar;0
Pada hari kami pergi, kami memeriksa dari kamar kami pada jam 11 pagi dan bertanya apakah kami perlu memesan taksi ke bandara terlebih dahulu.;Layanan;1
Tinggal di sini pada bulan Desember 2013 tidak tahu apa yang diharapkan tetapi terkejut kamarnya sangat besar untuk kamar standar.;Hotel;1
Beberapa menit perjalanan dan Anda akan berada di Supermarket Carrefour, Galleria Bali dan Legian Strip.;Lokasi;1
Saya merasa staf kebersihan terburu-buru saat membersihkan kamar saya, hasilnya tidak bersih dan masih banyak debu.;Staf;0
Saat sarapan, staf sangat lambat dalam membersihkan piring-piring kotor dari meja, meskipun restoran tidak terlalu ramai.;Staf;0
Hotel ini memiliki fasilitas yang sangat lengkap, mulai dari kolam renang yang indah hingga restoran dengan menu yang sangat lezat.;Hotel;1
Kamar yang kami tempati terasa sangat pengap dan lembap, ditambah lagi dengan bau apek yang mengganggu.;Kamar;0
Pilihan makanannya bagus - bahkan untuk anak -anak Australia yang rewel yang tidak akan makan nasi dll, bawa ikan dan keripik dan ayam dan keripik;Hotel;1
Kolam renang dan fasilitas adalah staf yang hebat fantastis tidak ada tugas bagi mereka, selalu selesai dengan senyum, makanannya fantastis sepertinya menjadi lebih baik setiap hari teriakan khusus kepada Adam yang menjaga kami.;Hotel;1
Stafnya sangat baik.;Staf;1
Akses menuju kolam renang cukup jauh dan harus melewati area lobi, sangat tidak praktis bagi tamu yang sudah memakai baju renang.;Kolam Renang;0
Sarapan baik -baik saja, tanpa banyak variasi.;Sarapan;0
Staf hotel datang ke tempat wisata dekat bandara tempat saya memesan, tetapi saya tidak akan pernah ingin menggunakannya lagi.;Layanan;0
Saat check-in, staf memaksa saya untuk membayar deposit tunai dengan jumlah besar, padahal saya ingin menggunakan kartu kredit.;Staf;0
Semuanya berjalan dengan baik!;Hotel;1
Mesin pembuat kopi di kamar rusak, dan butuh waktu seharian bagi staf untuk menggantinya dengan yang baru setelah saya lapor.;Fasilitas;0
Kolam renang selalu dipenuhi oleh orang-orang dari luar yang bukan tamu hotel, menjadikannya sangat ramai.;Kolam Renang;0
Kamar saya memiliki 2 kamar dan ruang tamu kecil, dan dengan harga yang sesuai.;Kamar;1
Beberapa staf terlihat tidak ramah dan bahkan terkesan menghindar saat kami mencoba berbicara atau meminta bantuan.;Staf;0
Singkatnya, pilihan yang bagus untuk sebuah hotel di Bali!;Hotel;1
Pertama kali saya dengan Kuta Central Park Hotel atau akrab dengan Quest Hotel .. Ini adalah lokasi yang bagus hanya 15 menit berjalan kaki dari Main Street of Kuta.;Lokasi;1
Brankas di dalam kamar saya macet dan tidak bisa dibuka, membuat saya khawatir dengan keamanan barang berharga saya.;Fasilitas;0
Saya melihat ada noda kecap yang sudah kering di atas meja di area sarapan, menandakan meja tidak dibersihkan dengan benar.;Sarapan;0
Juga, jangan repot -repott mendapatkan hotel untuk menghubungi taksi untuk Anda, berjalan saja ke jalan utama di mana taksi banyak dan dapatkan sendiri!;Layanan;0
Anda dapat berjalan kaki ke Legian St di Kuta atau melasti di legian 15 menit atas.;Lokasi;1
Ketika kami tiba, kami disambut dengan sangat hangat, stafnya sangat ramah dan selalu membantu.;Layanan;1
Lingkungannya adalah bangunan yang cukup kosongterlantar dengan renovasi yang direncanakan.;Lokasi;0
Staf terlihat kurang terlatih, mereka sering tidak memahami pertanyaan kami dalam bahasa Inggris, menyebabkan miskomunikasi yang tidak perlu dan frustrasi.;Staf;0
Hotel ini juga menyediakan transportasi gratis ke Discovery Mall, Kuta Beach dan Legian Beach, Anda perlu memesan dan memberi tahu mereka kemajuan 1 jam.;Layanan;1
Pencarian tetap menjadi hotel yang sangat bagus di Kuta dengan harga yang wajar.;Hotel;1
Staf kebersihan tidak mengisi ulang tisu dan sabun di kamar mandi saya, padahal sudah jelas-jelas habis.;Staf;0
Saya mencoba menyampaikan keluhan kepada manajer yang bertugas, tetapi staf mengatakan manajer sedang tidak ada di tempat.;Staf;0
Sarapan sangat baik dengan berbagai pilihan.;Sarapan;1
Ada tempat makan dan toko serba ada di seberang hotel.;Lokasi;1
Hotel yang bagus, bersih, dekat dengan ATM, pasar mini dan bahkan supermarket raksasa, cari makanan di sekitar banyak hotel, layanan yang ramah.;Hotel;1
Hotel ini terlihat megah dari luar, tetapi kondisi koridor menuju kamar sangat suram dan beberapa lampunya mati.;Hotel;0
Kami memiliki sopir pribadi yang datang untuk menjemput kami dan hanya mengimbangi masuknya ke area parkir yang terjaga keamanannya ke Central Park;Layanan;1
Makanan di hotel ini sangat beragam, dari makanan tradisional Bali hingga internasional, semua enak!;Sarapan;0
Area bermain anak sangat kotor dan mainannya banyak yang sudah rusak, terlihat tidak aman untuk digunakan oleh anak-anak.;Fasilitas;0
Sistem ventilasi hotel sangat buruk, bau dari dapur bisa sampai ke koridor di semua lantai, sangat mengganggu.;Hotel;0
Saya melihat ada lumut hijau yang tumbuh di beberapa bagian dinding keramik di dalam kolam renang, menandakan jarang dibersihkan.;Kolam Renang;0
Ketika saya mengatakan nama hotel kepada sopir taksi, dia mengatakan bahwa daerah itu adalah tempat parkir sebelumnya.;Lokasi;1
Permintaan handuk tambahan membutuhkan waktu yang sangat lama untuk dipenuhi, kami harus menelepon berkali-kali hanya untuk mendapatkan handuk.;Layanan;0
Saya meminta para bartender mengikuti saya ke kamar saya untuk membuat saya menandatangani tagihan bar setelah saya meninggalkan bar.;Layanan;0
Saya memesan kamar dengan pemandangan laut, tetapi pemandangannya sebagian besar terhalang oleh bangunan lain di depannya.;Harga;0
Saya mengeluh tentang hal itu dan seseorang dikirim untuk memeriksa AC hanya untuk diberitahu bahwa dia sudah mengurutkannya dan ruangan akan segera dingin yang tidak.;Layanan;0
Kami telah meminta ganti ruangan.;Layanan;1
Kolam renang terlalu dangkal untuk orang dewasa, lebih cocok disebut kolam rendam daripada tempat untuk berenang.;Kolam Renang;0
